,Month,Year,Location,AQI,Date
741,Oct,2021,"KBRN Park, DFO office",42,2021-10-01
549,Oct,2021,"Jeedimetla, Industrial Association building",100,2021-10-01
1029,Oct,2021,"MGBS, Bus stand",76,2021-10-01
357,Oct,2021,"Paradise, HMWS &SB Pump house",84,2021-10-01
1413,Oct,2021,"Rajendranagar, NG Ranga Agricultural University",41,2021-10-01
1125,Oct,2021,"Chikkadapally, Lepakshi Emporium",59,2021-10-01
454,Nov,2021,"Charminar, TSRTC bus station",88,2021-11-01
358,Nov,2021,"Paradise, HMWS &SB Pump house",90,2021-11-01
1222,Nov,2021,"Kukatpally, JNTU",102,2021-11-01
1318,Nov,2021,"Nacharam, Police station",85,2021-11-01
1606,Nov,2021,"Buddha Purnima Project office, Tank Bund",70,2021-11-01
166,Nov,2021,"Uppal, Modern food Industry, IDA",91,2021-11-01
1702,Nov,2021,"Shameerpet, MRO office",85,2021-11-01
934,Nov,2021,"Madhapur, Shilpa Kalavedika",89,2021-11-01
838,Nov,2021,"Langar House, Police Station",77,2021-11-01
1126,Nov,2021,"Chikkadapally, Lepakshi Emporium",70,2021-11-01
646,Nov,2021,"Abids, Police station",76,2021-11-01
1510,Nov,2021,"Sainikpuri, MRO office",67,2021-11-01
742,Nov,2021,"KBRN Park, DFO office",53,2021-11-01
550,Nov,2021,"Jeedimetla, Industrial Association building",114,2021-11-01
70,Nov,2021,"Balanagar, CITD office",111,2021-11-01
1414,Nov,2021,"Rajendranagar, NG Ranga Agricultural University",62,2021-11-01
262,Nov,2021,"Jubilee Hills, Police station",91,2021-11-01
1030,Nov,2021,"MGBS, Bus stand",86,2021-11-01
359,Dec,2021,"Paradise, HMWS &SB Pump house",113,2021-12-01
71,Dec,2021,"Balanagar, CITD office",134,2021-12-01
1415,Dec,2021,"Rajendranagar, NG Ranga Agricultural University",87,2021-12-01
1223,Dec,2021,"Kukatpally, JNTU",98,2021-12-01
167,Dec,2021,"Uppal, Modern food Industry, IDA",116,2021-12-01
935,Dec,2021,"Madhapur, Shilpa Kalavedika",108,2021-12-01
839,Dec,2021,"Langar House, Police Station",110,2021-12-01
647,Dec,2021,"Abids, Police station",106,2021-12-01
455,Dec,2021,"Charminar, TSRTC bus station",111,2021-12-01
1511,Dec,2021,"Sainikpuri, MRO office",97,2021-12-01
551,Dec,2021,"Jeedimetla, Industrial Association building",128,2021-12-01
1319,Dec,2021,"Nacharam, Police station",109,2021-12-01
263,Dec,2021,"Jubilee Hills, Police station",95,2021-12-01
1031,Dec,2021,"MGBS, Bus stand",112,2021-12-01
743,Dec,2021,"KBRN Park, DFO office",79,2021-12-01
1127,Dec,2021,"Chikkadapally, Lepakshi Emporium",99,2021-12-01
1607,Dec,2021,"Buddha Purnima Project office, Tank Bund",93,2021-12-01
1703,Dec,2021,"Shameerpet, MRO office",84,2021-12-01
1608,Jan,2022,"Buddha Purnima Project office, Tank Bund",92,2022-01-01
648,Jan,2022,"Abids, Police station",103,2022-01-01
840,Jan,2022,"Langar House, Police Station",100,2022-01-01
744,Jan,2022,"KBRN Park, DFO office",76,2022-01-01
1224,Jan,2022,"Kukatpally, JNTU",110,2022-01-01
1320,Jan,2022,"Nacharam, Police station",108,2022-01-01
936,Jan,2022,"Madhapur, Shilpa Kalavedika",112,2022-01-01
1032,Jan,2022,"MGBS, Bus stand",114,2022-01-01
1512,Jan,2022,"Sainikpuri, MRO office",75,2022-01-01
1704,Jan,2022,"Shameerpet, MRO office",85,2022-01-01
1416,Jan,2022,"Rajendranagar, NG Ranga Agricultural University",80,2022-01-01
168,Jan,2022,"Uppal, Modern food Industry, IDA",118,2022-01-01
360,Jan,2022,"Paradise, HMWS &SB Pump house",110,2022-01-01
264,Jan,2022,"Jubilee Hills, Police station",98,2022-01-01
552,Jan,2022,"Jeedimetla, Industrial Association building",128,2022-01-01
1128,Jan,2022,"Chikkadapally, Lepakshi Emporium",98,2022-01-01
72,Jan,2022,"Balanagar, CITD office",139,2022-01-01
456,Jan,2022,"Charminar, TSRTC bus station",110,2022-01-01
169,Feb,2022,"Uppal, Modern food Industry, IDA",111,2022-02-01
265,Feb,2022,"Jubilee Hills, Police station",101,2022-02-01
553,Feb,2022,"Jeedimetla, Industrial Association building",129,2022-02-01
841,Feb,2022,"Langar House, Police Station",101,2022-02-01
1417,Feb,2022,"Rajendranagar, NG Ranga Agricultural University",81,2022-02-01
745,Feb,2022,"KBRN Park, DFO office",73,2022-02-01
73,Feb,2022,"Balanagar, CITD office",141,2022-02-01
1705,Feb,2022,"Shameerpet, MRO office",83,2022-02-01
457,Feb,2022,"Charminar, TSRTC bus station",144,2022-02-01
937,Feb,2022,"Madhapur, Shilpa Kalavedika",108,2022-02-01
649,Feb,2022,"Abids, Police station",97,2022-02-01
1225,Feb,2022,"Kukatpally, JNTU",107,2022-02-01
1513,Feb,2022,"Sainikpuri, MRO office",76,2022-02-01
361,Feb,2022,"Paradise, HMWS &SB Pump house",99,2022-02-01
1033,Feb,2022,"MGBS, Bus stand",100,2022-02-01
1609,Feb,2022,"Buddha Purnima Project office, Tank Bund",82,2022-02-01
1129,Feb,2022,"Chikkadapally, Lepakshi Emporium",99,2022-02-01
1321,Feb,2022,"Nacharam, Police station",101,2022-02-01
938,Mar,2022,"Madhapur, Shilpa Kalavedika",106,2022-03-01
650,Mar,2022,"Abids, Police station",114,2022-03-01
170,Mar,2022,"Uppal, Modern food Industry, IDA",97,2022-03-01
1418,Mar,2022,"Rajendranagar, NG Ranga Agricultural University",73,2022-03-01
1706,Mar,2022,"Shameerpet, MRO office",68,2022-03-01
266,Mar,2022,"Jubilee Hills, Police station",97,2022-03-01
1514,Mar,2022,"Sainikpuri, MRO office",67,2022-03-01
362,Mar,2022,"Paradise, HMWS &SB Pump house",107,2022-03-01
1130,Mar,2022,"Chikkadapally, Lepakshi Emporium",91,2022-03-01
1610,Mar,2022,"Buddha Purnima Project office, Tank Bund",82,2022-03-01
1226,Mar,2022,"Kukatpally, JNTU",100,2022-03-01
1034,Mar,2022,"MGBS, Bus stand",91,2022-03-01
842,Mar,2022,"Langar House, Police Station",96,2022-03-01
458,Mar,2022,"Charminar, TSRTC bus station",136,2022-03-01
746,Mar,2022,"KBRN Park, DFO office",106,2022-03-01
1322,Mar,2022,"Nacharam, Police station",100,2022-03-01
74,Mar,2022,"Balanagar, CITD office",137,2022-03-01
554,Mar,2022,"Jeedimetla, Industrial Association building",116,2022-03-01
1707,Apr,2022,"Shameerpet, MRO office",79,2022-04-01
1611,Apr,2022,"Buddha Purnima Project office, Tank Bund",76,2022-04-01
75,Apr,2022,"Balanagar, CITD office",111,2022-04-01
459,Apr,2022,"Charminar, TSRTC bus station",110,2022-04-01
1515,Apr,2022,"Sainikpuri, MRO office",68,2022-04-01
843,Apr,2022,"Langar House, Police Station",84,2022-04-01
171,Apr,2022,"Uppal, Modern food Industry, IDA",85,2022-04-01
363,Apr,2022,"Paradise, HMWS &SB Pump house",105,2022-04-01
651,Apr,2022,"Abids, Police station",99,2022-04-01
1323,Apr,2022,"Nacharam, Police station",89,2022-04-01
1227,Apr,2022,"Kukatpally, JNTU",86,2022-04-01
1131,Apr,2022,"Chikkadapally, Lepakshi Emporium",94,2022-04-01
555,Apr,2022,"Jeedimetla, Industrial Association building",118,2022-04-01
747,Apr,2022,"KBRN Park, DFO office",100,2022-04-01
1035,Apr,2022,"MGBS, Bus stand",103,2022-04-01
1419,Apr,2022,"Rajendranagar, NG Ranga Agricultural University",72,2022-04-01
267,Apr,2022,"Jubilee Hills, Police station",86,2022-04-01
939,Apr,2022,"Madhapur, Shilpa Kalavedika",116,2022-04-01
1228,May,2022,"Kukatpally, JNTU",82,2022-05-01
748,May,2022,"KBRN Park, DFO office",90,2022-05-01
268,May,2022,"Jubilee Hills, Police station",91,2022-05-01
1708,May,2022,"Shameerpet, MRO office",95,2022-05-01
1036,May,2022,"MGBS, Bus stand",91,2022-05-01
460,May,2022,"Charminar, TSRTC bus station",110,2022-05-01
1612,May,2022,"Buddha Purnima Project office, Tank Bund",69,2022-05-01
652,May,2022,"Abids, Police station",96,2022-05-01
364,May,2022,"Paradise, HMWS &SB Pump house",102,2022-05-01
844,May,2022,"Langar House, Police Station",81,2022-05-01
1324,May,2022,"Nacharam, Police station",83,2022-05-01
556,May,2022,"Jeedimetla, Industrial Association building",110,2022-05-01
1420,May,2022,"Rajendranagar, NG Ranga Agricultural University",56,2022-05-01
172,May,2022,"Uppal, Modern food Industry, IDA",91,2022-05-01
76,May,2022,"Balanagar, CITD office",116,2022-05-01
940,May,2022,"Madhapur, Shilpa Kalavedika",103,2022-05-01
1132,May,2022,"Chikkadapally, Lepakshi Emporium",88,2022-05-01
1516,May,2022,"Sainikpuri, MRO office",74,2022-05-01
1517,Jun,2022,"Sainikpuri, MRO office",60,2022-06-01
1421,Jun,2022,"Rajendranagar, NG Ranga Agricultural University",46,2022-06-01
1613,Jun,2022,"Buddha Purnima Project office, Tank Bund",62,2022-06-01
1709,Jun,2022,"Shameerpet, MRO office",62,2022-06-01
173,Jun,2022,"Uppal, Modern food Industry, IDA",79,2022-06-01
1229,Jun,2022,"Kukatpally, JNTU",58,2022-06-01
845,Jun,2022,"Langar House, Police Station",74,2022-06-01
365,Jun,2022,"Paradise, HMWS &SB Pump house",92,2022-06-01
653,Jun,2022,"Abids, Police station",85,2022-06-01
749,Jun,2022,"KBRN Park, DFO office",73,2022-06-01
1133,Jun,2022,"Chikkadapally, Lepakshi Emporium",80,2022-06-01
1037,Jun,2022,"MGBS, Bus stand",78,2022-06-01
1325,Jun,2022,"Nacharam, Police station",68,2022-06-01
461,Jun,2022,"Charminar, TSRTC bus station",90,2022-06-01
269,Jun,2022,"Jubilee Hills, Police station",79,2022-06-01
77,Jun,2022,"Balanagar, CITD office",103,2022-06-01
941,Jun,2022,"Madhapur, Shilpa Kalavedika",78,2022-06-01
557,Jun,2022,"Jeedimetla, Industrial Association building",90,2022-06-01
1134,Jul,2022,"Chikkadapally, Lepakshi Emporium",47,2022-07-01
1230,Jul,2022,"Kukatpally, JNTU",46,2022-07-01
654,Jul,2022,"Abids, Police station",50,2022-07-01
78,Jul,2022,"Balanagar, CITD office",81,2022-07-01
846,Jul,2022,"Langar House, Police Station",54,2022-07-01
558,Jul,2022,"Jeedimetla, Industrial Association building",63,2022-07-01
366,Jul,2022,"Paradise, HMWS &SB Pump house",77,2022-07-01
1422,Jul,2022,"Rajendranagar, NG Ranga Agricultural University",38,2022-07-01
1518,Jul,2022,"Sainikpuri, MRO office",49,2022-07-01
1710,Jul,2022,"Shameerpet, MRO office",54,2022-07-01
750,Jul,2022,"KBRN Park, DFO office",52,2022-07-01
174,Jul,2022,"Uppal, Modern food Industry, IDA",64,2022-07-01
462,Jul,2022,"Charminar, TSRTC bus station",63,2022-07-01
270,Jul,2022,"Jubilee Hills, Police station",64,2022-07-01
942,Jul,2022,"Madhapur, Shilpa Kalavedika",50,2022-07-01
1614,Jul,2022,"Buddha Purnima Project office, Tank Bund",33,2022-07-01
1038,Jul,2022,"MGBS, Bus stand",60,2022-07-01
1326,Jul,2022,"Nacharam, Police station",30,2022-07-01
559,Aug,2022,"Jeedimetla, Industrial Association building",86,2022-08-01
271,Aug,2022,"Jubilee Hills, Police station",54,2022-08-01
1231,Aug,2022,"Kukatpally, JNTU",53,2022-08-01
1615,Aug,2022,"Buddha Purnima Project office, Tank Bund",52,2022-08-01
1519,Aug,2022,"Sainikpuri, MRO office",51,2022-08-01
1039,Aug,2022,"MGBS, Bus stand",59,2022-08-01
1711,Aug,2022,"Shameerpet, MRO office",70,2022-08-01
1135,Aug,2022,"Chikkadapally, Lepakshi Emporium",58,2022-08-01
847,Aug,2022,"Langar House, Police Station",51,2022-08-01
943,Aug,2022,"Madhapur, Shilpa Kalavedika",59,2022-08-01
751,Aug,2022,"KBRN Park, DFO office",35,2022-08-01
463,Aug,2022,"Charminar, TSRTC bus station",81,2022-08-01
367,Aug,2022,"Paradise, HMWS &SB Pump house",62,2022-08-01
1327,Aug,2022,"Nacharam, Police station",44,2022-08-01
175,Aug,2022,"Uppal, Modern food Industry, IDA",54,2022-08-01
79,Aug,2022,"Balanagar, CITD office",53,2022-08-01
655,Aug,2022,"Abids, Police station",63,2022-08-01
1423,Aug,2022,"Rajendranagar, NG Ranga Agricultural University",30,2022-08-01
176,Sep,2022,"Uppal, Modern food Industry, IDA",58,2022-09-01
560,Sep,2022,"Jeedimetla, Industrial Association building",76,2022-09-01
1328,Sep,2022,"Nacharam, Police station",58,2022-09-01
1616,Sep,2022,"Buddha Purnima Project office, Tank Bund",58,2022-09-01
1520,Sep,2022,"Sainikpuri, MRO office",45,2022-09-01
944,Sep,2022,"Madhapur, Shilpa Kalavedika",65,2022-09-01
1136,Sep,2022,"Chikkadapally, Lepakshi Emporium",59,2022-09-01
752,Sep,2022,"KBRN Park, DFO office",65,2022-09-01
368,Sep,2022,"Paradise, HMWS &SB Pump house",68,2022-09-01
1424,Sep,2022,"Rajendranagar, NG Ranga Agricultural University",61,2022-09-01
656,Sep,2022,"Abids, Police station",66,2022-09-01
1040,Sep,2022,"MGBS, Bus stand",65,2022-09-01
272,Sep,2022,"Jubilee Hills, Police station",57,2022-09-01
1712,Sep,2022,"Shameerpet, MRO office",76,2022-09-01
1232,Sep,2022,"Kukatpally, JNTU",69,2022-09-01
848,Sep,2022,"Langar House, Police Station",61,2022-09-01
464,Sep,2022,"Charminar, TSRTC bus station",76,2022-09-01
80,Sep,2022,"Balanagar, CITD office",89,2022-09-01
753,Oct,2022,"KBRN Park, DFO office",48,2022-10-01
465,Oct,2022,"Charminar, TSRTC bus station",77,2022-10-01
273,Oct,2022,"Jubilee Hills, Police station",69,2022-10-01
849,Oct,2022,"Langar House, Police Station",58,2022-10-01
177,Oct,2022,"Uppal, Modern food Industry, IDA",69,2022-10-01
561,Oct,2022,"Jeedimetla, Industrial Association building",77,2022-10-01
1713,Oct,2022,"Shameerpet, MRO office",83,2022-10-01
1329,Oct,2022,"Nacharam, Police station",56,2022-10-01
1233,Oct,2022,"Kukatpally, JNTU",73,2022-10-01
369,Oct,2022,"Paradise, HMWS &SB Pump house",93,2022-10-01
1425,Oct,2022,"Rajendranagar, NG Ranga Agricultural University",50,2022-10-01
945,Oct,2022,"Madhapur, Shilpa Kalavedika",54,2022-10-01
657,Oct,2022,"Abids, Police station",64,2022-10-01
81,Oct,2022,"Balanagar, CITD office",81,2022-10-01
1137,Oct,2022,"Chikkadapally, Lepakshi Emporium",57,2022-10-01
1041,Oct,2022,"MGBS, Bus stand",64,2022-10-01
1521,Oct,2022,"Sainikpuri, MRO office",47,2022-10-01
1617,Oct,2022,"Buddha Purnima Project office, Tank Bund",51,2022-10-01
754,Nov,2022,"KBRN Park, DFO office",78,2022-11-01
946,Nov,2022,"Madhapur, Shilpa Kalavedika",84,2022-11-01
1618,Nov,2022,"Buddha Purnima Project office, Tank Bund",87,2022-11-01
466,Nov,2022,"Charminar, TSRTC bus station",104,2022-11-01
82,Nov,2022,"Balanagar, CITD office",104,2022-11-01
1330,Nov,2022,"Nacharam, Police station",88,2022-11-01
1522,Nov,2022,"Sainikpuri, MRO office",78,2022-11-01
850,Nov,2022,"Langar House, Police Station",80,2022-11-01
1138,Nov,2022,"Chikkadapally, Lepakshi Emporium",76,2022-11-01
1426,Nov,2022,"Rajendranagar, NG Ranga Agricultural University",85,2022-11-01
178,Nov,2022,"Uppal, Modern food Industry, IDA",91,2022-11-01
370,Nov,2022,"Paradise, HMWS &SB Pump house",93,2022-11-01
1714,Nov,2022,"Shameerpet, MRO office",85,2022-11-01
1234,Nov,2022,"Kukatpally, JNTU",103,2022-11-01
658,Nov,2022,"Abids, Police station",89,2022-11-01
1042,Nov,2022,"MGBS, Bus stand",77,2022-11-01
274,Nov,2022,"Jubilee Hills, Police station",81,2022-11-01
562,Nov,2022,"Jeedimetla, Industrial Association building",104,2022-11-01
1715,Dec,2022,"Shameerpet, MRO office",88,2022-12-01
275,Dec,2022,"Jubilee Hills, Police station",95,2022-12-01
659,Dec,2022,"Abids, Police station",100,2022-12-01
83,Dec,2022,"Balanagar, CITD office",113,2022-12-01
467,Dec,2022,"Charminar, TSRTC bus station",113,2022-12-01
851,Dec,2022,"Langar House, Police Station",85,2022-12-01
1427,Dec,2022,"Rajendranagar, NG Ranga Agricultural University",77,2022-12-01
1619,Dec,2022,"Buddha Purnima Project office, Tank Bund",86,2022-12-01
1139,Dec,2022,"Chikkadapally, Lepakshi Emporium",96,2022-12-01
179,Dec,2022,"Uppal, Modern food Industry, IDA",96,2022-12-01
947,Dec,2022,"Madhapur, Shilpa Kalavedika",93,2022-12-01
1331,Dec,2022,"Nacharam, Police station",92,2022-12-01
371,Dec,2022,"Paradise, HMWS &SB Pump house",114,2022-12-01
563,Dec,2022,"Jeedimetla, Industrial Association building",113,2022-12-01
1523,Dec,2022,"Sainikpuri, MRO office",71,2022-12-01
1043,Dec,2022,"MGBS, Bus stand",93,2022-12-01
755,Dec,2022,"KBRN Park, DFO office",86,2022-12-01
1235,Dec,2022,"Kukatpally, JNTU",108,2022-12-01
660,Jan,2023,"Abids, Police station",94,2023-01-01
564,Jan,2023,"Jeedimetla, Industrial Association building",127,2023-01-01
1524,Jan,2023,"Sainikpuri, MRO office",75,2023-01-01
756,Jan,2023,"KBRN Park, DFO office",84,2023-01-01
1620,Jan,2023,"Buddha Purnima Project office, Tank Bund",89,2023-01-01
852,Jan,2023,"Langar House, Police Station",95,2023-01-01
1140,Jan,2023,"Chikkadapally, Lepakshi Emporium",92,2023-01-01
180,Jan,2023,"Uppal, Modern food Industry, IDA",107,2023-01-01
1716,Jan,2023,"Shameerpet, MRO office",100,2023-01-01
372,Jan,2023,"Paradise, HMWS &SB Pump house",109,2023-01-01
1428,Jan,2023,"Rajendranagar, NG Ranga Agricultural University",84,2023-01-01
1236,Jan,2023,"Kukatpally, JNTU",113,2023-01-01
276,Jan,2023,"Jubilee Hills, Police station",95,2023-01-01
1044,Jan,2023,"MGBS, Bus stand",93,2023-01-01
1332,Jan,2023,"Nacharam, Police station",97,2023-01-01
948,Jan,2023,"Madhapur, Shilpa Kalavedika",94,2023-01-01
468,Jan,2023,"Charminar, TSRTC bus station",118,2023-01-01
84,Jan,2023,"Balanagar, CITD office",117,2023-01-01
1237,Feb,2023,"Kukatpally, JNTU",111,2023-02-01
181,Feb,2023,"Uppal, Modern food Industry, IDA",107,2023-02-01
661,Feb,2023,"Abids, Police station",103,2023-02-01
85,Feb,2023,"Balanagar, CITD office",128,2023-02-01
1429,Feb,2023,"Rajendranagar, NG Ranga Agricultural University",94,2023-02-01
1333,Feb,2023,"Nacharam, Police station",94,2023-02-01
757,Feb,2023,"KBRN Park, DFO office",88,2023-02-01
853,Feb,2023,"Langar House, Police Station",99,2023-02-01
1141,Feb,2023,"Chikkadapally, Lepakshi Emporium",95,2023-02-01
1525,Feb,2023,"Sainikpuri, MRO office",75,2023-02-01
469,Feb,2023,"Charminar, TSRTC bus station",123,2023-02-01
949,Feb,2023,"Madhapur, Shilpa Kalavedika",105,2023-02-01
1717,Feb,2023,"Shameerpet, MRO office",106,2023-02-01
1045,Feb,2023,"MGBS, Bus stand",98,2023-02-01
277,Feb,2023,"Jubilee Hills, Police station",92,2023-02-01
1621,Feb,2023,"Buddha Purnima Project office, Tank Bund",95,2023-02-01
373,Feb,2023,"Paradise, HMWS &SB Pump house",115,2023-02-01
565,Feb,2023,"Jeedimetla, Industrial Association building",123,2023-02-01
662,Mar,2023,"Abids, Police station",84,2023-03-01
374,Mar,2023,"Paradise, HMWS &SB Pump house",104,2023-03-01
86,Mar,2023,"Balanagar, CITD office",115,2023-03-01
566,Mar,2023,"Jeedimetla, Industrial Association building",116,2023-03-01
278,Mar,2023,"Jubilee Hills, Police station",91,2023-03-01
470,Mar,2023,"Charminar, TSRTC bus station",117,2023-03-01
1622,Mar,2023,"Buddha Purnima Project office, Tank Bund",74,2023-03-01
182,Mar,2023,"Uppal, Modern food Industry, IDA",85,2023-03-01
854,Mar,2023,"Langar House, Police Station",96,2023-03-01
1142,Mar,2023,"Chikkadapally, Lepakshi Emporium",90,2023-03-01
758,Mar,2023,"KBRN Park, DFO office",86,2023-03-01
1046,Mar,2023,"MGBS, Bus stand",93,2023-03-01
1334,Mar,2023,"Nacharam, Police station",90,2023-03-01
950,Mar,2023,"Madhapur, Shilpa Kalavedika",96,2023-03-01
1718,Mar,2023,"Shameerpet, MRO office",99,2023-03-01
1430,Mar,2023,"Rajendranagar, NG Ranga Agricultural University",83,2023-03-01
1238,Mar,2023,"Kukatpally, JNTU",91,2023-03-01
1526,Mar,2023,"Sainikpuri, MRO office",86,2023-03-01
1335,Apr,2023,"Nacharam, Police station",86,2023-04-01
855,Apr,2023,"Langar House, Police Station",84,2023-04-01
567,Apr,2023,"Jeedimetla, Industrial Association building",116,2023-04-01
1527,Apr,2023,"Sainikpuri, MRO office",55,2023-04-01
1047,Apr,2023,"MGBS, Bus stand",93,2023-04-01
1623,Apr,2023,"Buddha Purnima Project office, Tank Bund",72,2023-04-01
375,Apr,2023,"Paradise, HMWS &SB Pump house",83,2023-04-01
471,Apr,2023,"Charminar, TSRTC bus station",112,2023-04-01
951,Apr,2023,"Madhapur, Shilpa Kalavedika",84,2023-04-01
1719,Apr,2023,"Shameerpet, MRO office",105,2023-04-01
87,Apr,2023,"Balanagar, CITD office",101,2023-04-01
1239,Apr,2023,"Kukatpally, JNTU",90,2023-04-01
1431,Apr,2023,"Rajendranagar, NG Ranga Agricultural University",75,2023-04-01
279,Apr,2023,"Jubilee Hills, Police station",86,2023-04-01
759,Apr,2023,"KBRN Park, DFO office",80,2023-04-01
1143,Apr,2023,"Chikkadapally, Lepakshi Emporium",89,2023-04-01
663,Apr,2023,"Abids, Police station",76,2023-04-01
183,Apr,2023,"Uppal, Modern food Industry, IDA",88,2023-04-01
1144,May,2023,"Chikkadapally, Lepakshi Emporium",75,2023-05-01
1240,May,2023,"Kukatpally, JNTU",85,2023-05-01
1336,May,2023,"Nacharam, Police station",75,2023-05-01
1432,May,2023,"Rajendranagar, NG Ranga Agricultural University",65,2023-05-01
952,May,2023,"Madhapur, Shilpa Kalavedika",80,2023-05-01
88,May,2023,"Balanagar, CITD office",101,2023-05-01
1048,May,2023,"MGBS, Bus stand",71,2023-05-01
280,May,2023,"Jubilee Hills, Police station",75,2023-05-01
376,May,2023,"Paradise, HMWS &SB Pump house",91,2023-05-01
184,May,2023,"Uppal, Modern food Industry, IDA",79,2023-05-01
472,May,2023,"Charminar, TSRTC bus station",111,2023-05-01
1624,May,2023,"Buddha Purnima Project office, Tank Bund",66,2023-05-01
760,May,2023,"KBRN Park, DFO office",58,2023-05-01
664,May,2023,"Abids, Police station",73,2023-05-01
1720,May,2023,"Shameerpet, MRO office",87,2023-05-01
1528,May,2023,"Sainikpuri, MRO office",50,2023-05-01
856,May,2023,"Langar House, Police Station",81,2023-05-01
568,May,2023,"Jeedimetla, Industrial Association building",114,2023-05-01
1145,Jun,2023,"Chikkadapally, Lepakshi Emporium",78,2023-06-01
89,Jun,2023,"Balanagar, CITD office",103,2023-06-01
569,Jun,2023,"Jeedimetla, Industrial Association building",107,2023-06-01
761,Jun,2023,"KBRN Park, DFO office",52,2023-06-01
377,Jun,2023,"Paradise, HMWS &SB Pump house",84,2023-06-01
1049,Jun,2023,"MGBS, Bus stand",68,2023-06-01
185,Jun,2023,"Uppal, Modern food Industry, IDA",80,2023-06-01
1625,Jun,2023,"Buddha Purnima Project office, Tank Bund",55,2023-06-01
281,Jun,2023,"Jubilee Hills, Police station",73,2023-06-01
665,Jun,2023,"Abids, Police station",64,2023-06-01
1433,Jun,2023,"Rajendranagar, NG Ranga Agricultural University",63,2023-06-01
1721,Jun,2023,"Shameerpet, MRO office",87,2023-06-01
1337,Jun,2023,"Nacharam, Police station",72,2023-06-01
1241,Jun,2023,"Kukatpally, JNTU",88,2023-06-01
473,Jun,2023,"Charminar, TSRTC bus station",109,2023-06-01
857,Jun,2023,"Langar House, Police Station",78,2023-06-01
1529,Jun,2023,"Sainikpuri, MRO office",46,2023-06-01
953,Jun,2023,"Madhapur, Shilpa Kalavedika",75,2023-06-01
954,Jul,2023,"Madhapur, Shilpa Kalavedika",54,2023-07-01
282,Jul,2023,"Jubilee Hills, Police station",60,2023-07-01
1146,Jul,2023,"Chikkadapally, Lepakshi Emporium",46,2023-07-01
474,Jul,2023,"Charminar, TSRTC bus station",82,2023-07-01
1434,Jul,2023,"Rajendranagar, NG Ranga Agricultural University",56,2023-07-01
1050,Jul,2023,"MGBS, Bus stand",58,2023-07-01
858,Jul,2023,"Langar House, Police Station",78,2023-07-01
1338,Jul,2023,"Nacharam, Police station",70,2023-07-01
90,Jul,2023,"Balanagar, CITD office",61,2023-07-01
1722,Jul,2023,"Shameerpet, MRO office",71,2023-07-01
378,Jul,2023,"Paradise, HMWS &SB Pump house",57,2023-07-01
570,Jul,2023,"Jeedimetla, Industrial Association building",67,2023-07-01
1242,Jul,2023,"Kukatpally, JNTU",48,2023-07-01
762,Jul,2023,"KBRN Park, DFO office",45,2023-07-01
1626,Jul,2023,"Buddha Purnima Project office, Tank Bund",41,2023-07-01
1530,Jul,2023,"Sainikpuri, MRO office",42,2023-07-01
666,Jul,2023,"Abids, Police station",55,2023-07-01
186,Jul,2023,"Uppal, Modern food Industry, IDA",60,2023-07-01
763,Aug,2023,"KBRN Park, DFO office",68,2023-08-01
91,Aug,2023,"Balanagar, CITD office",78,2023-08-01
955,Aug,2023,"Madhapur, Shilpa Kalavedika",56,2023-08-01
283,Aug,2023,"Jubilee Hills, Police station",66,2023-08-01
475,Aug,2023,"Charminar, TSRTC bus station",85,2023-08-01
1723,Aug,2023,"Shameerpet, MRO office",74,2023-08-01
667,Aug,2023,"Abids, Police station",59,2023-08-01
1435,Aug,2023,"Rajendranagar, NG Ranga Agricultural University",47,2023-08-01
1243,Aug,2023,"Kukatpally, JNTU",55,2023-08-01
571,Aug,2023,"Jeedimetla, Industrial Association building",78,2023-08-01
1051,Aug,2023,"MGBS, Bus stand",60,2023-08-01
1531,Aug,2023,"Sainikpuri, MRO office",42,2023-08-01
859,Aug,2023,"Langar House, Police Station",62,2023-08-01
1627,Aug,2023,"Buddha Purnima Project office, Tank Bund",59,2023-08-01
379,Aug,2023,"Paradise, HMWS &SB Pump house",58,2023-08-01
187,Aug,2023,"Uppal, Modern food Industry, IDA",62,2023-08-01
1339,Aug,2023,"Nacharam, Police station",70,2023-08-01
1147,Aug,2023,"Chikkadapally, Lepakshi Emporium",62,2023-08-01
668,Sep,2023,"Abids, Police station",75,2023-09-01
1724,Sep,2023,"Shameerpet, MRO office",75,2023-09-01
1436,Sep,2023,"Rajendranagar, NG Ranga Agricultural University",57,2023-09-01
1244,Sep,2023,"Kukatpally, JNTU",64,2023-09-01
188,Sep,2023,"Uppal, Modern food Industry, IDA",68,2023-09-01
92,Sep,2023,"Balanagar, CITD office",75,2023-09-01
1628,Sep,2023,"Buddha Purnima Project office, Tank Bund",53,2023-09-01
1148,Sep,2023,"Chikkadapally, Lepakshi Emporium",79,2023-09-01
1532,Sep,2023,"Sainikpuri, MRO office",60,2023-09-01
380,Sep,2023,"Paradise, HMWS &SB Pump house",69,2023-09-01
956,Sep,2023,"Madhapur, Shilpa Kalavedika",56,2023-09-01
860,Sep,2023,"Langar House, Police Station",81,2023-09-01
1052,Sep,2023,"MGBS, Bus stand",69,2023-09-01
476,Sep,2023,"Charminar, TSRTC bus station",75,2023-09-01
764,Sep,2023,"KBRN Park, DFO office",68,2023-09-01
284,Sep,2023,"Jubilee Hills, Police station",62,2023-09-01
1340,Sep,2023,"Nacharam, Police station",71,2023-09-01
